Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Titanium concentration (%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),AC or DC,Electrode positive or negative,Type of weld,Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2),target
0.077,0.35,1.02,0.007,0.005,0.0399,0.0075,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,0.9348653666401892,0.4724704287225336,0.0004,0.2271726468728837,0.0041,0.0005,0.0005,0.0005,0.0,1.0,0.0,332.0,461.0,33.3,80.3,-80.0,100.0,,-1
0.09,0.37,1.03,0.004,0.01,0.047,0.037,180.0,23.0,1.3,175.0,720.0,2.0,0.05,8.8,1.03,0.25,0.01,0.01,0.01,0.003547460684363,0.08,0.0,1.0,0.0,,,,,,,264.0,-1
0.05,0.31,1.29,0.008,0.011,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,2.32,1.3276249671094198,0.018,0.0830941423361074,0.0204826351285839,0.0036002915398605,0.0002477785546241,0.0083056646450786,0.0,1.0,0.0,662.0,731.0,18.6,68.7,28.0,100.0,,-1
0.06,0.32,1.23,0.002,0.002,0.038,0.008,163.0,25.0,1.2,175.0,0.0,0.0,1.01,8.4,0.89,0.22,0.01,0.01,0.01,0.0026167188129417,0.03,0.0,1.0,0.0,,,,,,,362.0,-1
0.041,0.3,0.62,0.007,0.01,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,2.38,1.358306689377657,0.0781125646815388,0.0610795510167287,0.2529335265661895,0.0030218583640332,0.0264158881245293,0.000294609920902,0.0078692306400687,0.0,1.0,0.0,466.0,538.0,30.6,77.8,,,,-1
0.081,0.48,1.42,0.004,0.006,0.0444,0.0046,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,1.358306689377657,0.4724704287225336,0.0760061323995574,0.4478404929942199,0.0004,0.066,0.0004832282527734,0.0352314717448814,0.0,1.0,0.0,,,,,-29.0,100.0,,-1
0.1,0.4,0.98,0.004,0.008,0.041,0.042,145.0,21.0,1.2,200.0,750.0,2.0,0.17,8.7,0.98,0.22,0.03,1e-06,1e-06,0.0019010143195912,0.03,0.0,1.0,0.0,,,,,-20.0,8.0,,-1
0.094,0.17,1.0,0.008,0.012,0.0636,0.016,180.0,34.0,1.0,175.0,750.0,8.0,0.2128340265879234,8.99,1.03,0.21,0.1549596263125248,0.0059729219396102,0.0111634400102303,0.0003,0.052,0.0,1.0,0.0,558.0,705.0,20.8,64.5,0.0,50.0,,-1
0.147,0.35,1.38,0.007,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.8915412492521209,6.574559736087123,0.5534194839506046,0.2657100999112339,0.0284683619124115,0.0059729219396102,0.0082545470015593,0.0015355311338427,0.0250996119921774,0.0,1.0,0.0,513.0,623.0,27.4,72.9,-60.0,57.0,,-1
0.11,0.27,1.47,0.008,0.012,0.048,0.0139,650.0,33.0,3.3,300.0,0.0,0.0,0.07,0.054,0.22,0.095,0.072,0.005,0.022,0.0009679958592091,0.005,0.0,1.0,1.0,556.0,716.0,25.0,63.0,,,,-1
0.074,0.34,1.0,0.007,0.006,0.0424,0.0086,170.0,21.0,1.0,200.0,0.0,0.0,0.975297255356568,2.6991142872060414,0.1380115535426225,0.0005,0.0535200119798398,0.0037,0.0005,0.0005,0.0255,0.0,1.0,0.0,,,,,-38.0,100.0,,-1
0.1,0.44,0.8,0.021,0.02,0.052,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2128340265879234,2.5,1.2,0.0366220757718692,0.0830941423361074,0.0056791368034659,0.0031597962256735,0.0018260208679695,0.0154576820113275,0.0,1.0,0.0,576.0,678.0,17.0,70.0,,,230.0,-1
0.078,0.3,1.76,0.007,0.007,0.0433,0.011,170.0,21.0,1.0,200.0,580.0,2.0,0.1659813098001818,2.301933371200854,0.3499823062411465,0.0004,0.0789428945888031,0.0032,0.0005,0.0005,0.023,0.0,1.0,0.0,553.0,627.0,22.0,76.8,-31.0,100.0,,-1
0.07,0.31,0.66,0.006,0.008,0.043,0.0079,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.24,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,433.0,518.0,26.0,78.9,-87.0,28.0,,-1
0.145,0.35,1.76,0.006,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.0292149902305567,3.276063046303533,1.0806690257472102,0.0377116416331343,0.0538853319408264,0.0037095002034154,0.0076814861696479,0.0016213208700911,0.0499999032166467,0.0,1.0,0.0,567.0,679.0,24.0,69.8,20.0,160.0,,-1
0.06,0.26,0.94,0.011,0.018,0.0421,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2128340265879234,2.3,1.2,0.0132913019259008,0.0830941423361074,0.0037420203354492,0.0070356657958998,0.0007737474008898,0.0214729998092368,0.0,1.0,0.0,,,,,,,227.0,-1
0.075,0.47,1.31,0.014,0.02,0.0465,0.0049,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0101982907051755,0.019,0.0005559114224384,0.0,0.0,1.0,1.0,405.0,497.0,31.6,76.0,,,,-1
0.072,0.35,1.05,0.005,0.007,0.0421,0.0073,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,0.79,0.4724704287225336,0.018,0.0830941423361074,0.0037,0.007,0.0007437680948874,0.0078692306400687,0.0,1.0,0.0,,,,,-63.0,100.0,,-1
0.042,0.28,1.37,0.007,0.012,0.0421,0.0082,170.0,21.0,2.2,200.0,250.0,14.0,0.9123233069361798,2.840521306100284,0.5771196255751236,0.1273400055826366,0.0830941423361074,0.0085120983327297,0.0214571514344151,0.0011153055828379,0.0078692306400687,0.0,1.0,0.0,438.0,518.0,29.8,82.3,,,,-1
0.08,0.25,0.8,0.01,0.01,0.0421,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.0080010842539831,0.008714331970802,0.0001491323535548,0.0163100482027527,0.0,1.0,1.0,509.0,610.0,,,,,,-1
0.099,0.17,1.01,0.007,0.012,0.0634,0.0539,180.0,34.0,1.0,175.0,750.0,8.0,0.08,9.3,1.0,0.2,0.0830941423361074,0.0062529378232751,0.007,0.0009888810047284,0.046,0.0,1.0,0.0,617.0,762.0,18.4,61.2,,,,-1
0.077,0.28,1.79,0.007,0.006,0.0439,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,1.8381916886250165,0.3780760420486752,0.0005,0.0830941423361074,0.0007,0.0005,0.0005,0.0005,0.0,1.0,0.0,381.0,500.0,30.4,78.9,-49.0,100.0,,-1
0.079,0.57,1.32,0.004,0.008,0.0422,0.0048,170.0,21.0,1.0,200.0,250.0,14.0,0.4625609391811878,1.358306689377657,0.4724704287225336,0.0005,0.3532365054667898,0.0038,0.061,0.0005,0.0005,0.0,1.0,0.0,491.0,570.0,29.2,77.0,,,,-1
0.147,0.35,1.38,0.007,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.6085529389852278,1.358306689377657,0.0222984935632898,0.018,0.4329059485079982,0.0244657180280355,0.0272795514400111,0.0020828260661138,0.0078692306400687,0.0,1.0,0.0,513.0,623.0,27.4,72.9,-20.0,150.0,,-1
0.066,0.41,0.67,0.018,0.029,0.062,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.5156849716241809,2.5,1.2,0.1141604924706636,0.1098328927853309,0.0074839576742822,0.0215659198996656,0.0012744402354781,0.0245227287934538,0.0,1.0,0.0,561.0,666.0,20.0,68.0,,,226.0,-1
0.069,0.33,0.68,0.006,0.008,0.0395,0.0067,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.24,0.0005,0.0,0.0036,0.0005,0.0005,0.0005,0.0,0.0,0.0,436.0,519.0,24.6,78.6,-82.0,28.0,,-1
0.076,0.25,1.48,0.008,0.006,0.0417,0.0081,170.0,21.0,1.0,200.0,250.0,14.0,0.95,0.0,0.0,0.0005,0.0,0.0033,0.0005,0.0005,0.0005,0.0,0.0,0.0,498.0,551.0,27.2,78.9,-94.0,28.0,,-1
0.11,0.27,0.6,0.002,0.01,0.0421,0.037,400.0,31.5,1.4,177.0,746.0,4.0,0.14,8.77,1.01,0.2,0.1,0.002,1.4e-06,0.001,0.0726901330446344,1.0,1.0,9.0,626.0,727.0,23.0,69.0,,,,-1
0.088,0.37,1.59,0.011,0.01,0.0491,0.0077,180.0,23.0,1.0,250.0,0.0,0.0,0.2128340265879234,5.53849580716265,0.9381894771656522,0.092436026392667,0.0830941423361074,0.012,0.003,0.0012492882246915,0.0065460768896962,0.0,1.0,0.0,478.0,,,,0.0,160.0,,-1
0.078,0.35,1.02,0.007,0.005,0.0368,0.0083,170.0,21.0,1.0,200.0,250.0,14.0,0.1334699974665241,2.452284242254008,0.4448912607451866,0.0004,0.0830941423361074,0.0036,0.0005,0.0005,0.012,0.0,1.0,0.0,480.0,557.0,25.4,75.0,,,,-1
0.05,0.46,0.96,0.01,0.017,0.0443,0.0084,170.0,21.0,1.8,100.0,250.0,16.0,0.03,2.1647675368657286,0.01,0.0740480680034549,0.02,0.0122242169411575,0.0156074451671456,0.0018007032719941,0.0110488919174275,0.0,1.0,0.0,449.0,542.0,,,,,,-1
0.074,0.25,0.58,0.008,0.01,0.05,0.0089,170.0,21.0,1.0,200.0,250.0,14.0,0.0,1.59,0.0,0.0005,0.0,0.0004,0.0005,0.0005,0.0005,0.0,0.0,0.0,494.0,593.0,19.0,71.9,-48.0,28.0,,-1
0.05,0.3,1.0,0.006,0.015,0.0421,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,1.4132396870423554,2.2,1.1,0.0649220491050642,0.4885926967275598,0.0107932936133525,0.0101966829546359,0.0024614194237247,0.0489018320739474,0.0,1.0,0.0,,,,,,,209.0,-1
0.066,0.56,1.14,0.01,0.011,0.0495,0.0034,280.0,30.0,2.8,200.0,200.0,14.0,0.02,0.07,0.3693820155933573,0.016,0.1462614375172862,0.003,0.004,0.0001,0.003,0.0,1.0,2.0,,533.0,,,,,,-1
0.076,0.25,1.72,0.005,0.008,0.0405,0.0086,170.0,21.0,1.0,200.0,250.0,14.0,0.1237384992398136,2.9370643205502858,0.7608274360214231,0.0605,0.1414966957257653,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,589.0,650.0,21.6,75.0,,,,-1
0.11,0.51,1.1,0.007,0.013,0.05,0.04,115.0,23.0,1.0,175.0,760.0,2.0,0.08,8.9,1.0,0.18,0.03,0.01,0.01,0.0023291208110503,0.09,0.0,1.0,0.0,,,,,,,249.0,-1
0.066,0.46,1.41,0.004,0.009,0.0407,0.0049,170.0,21.0,1.0,200.0,250.0,14.0,1.1019814129841197,2.588254192505885,0.7911979399547617,0.1825683985120345,0.5271491133157633,0.024,0.044,0.0037783843940747,0.0600969714700136,0.0,1.0,0.0,522.0,580.0,24.0,76.0,,,,-1
0.09,0.33,1.19,0.007,0.015,0.0234,0.0078,900.0,33.0,4.8,100.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0093229282089304,0.02,0.0007737474008898,0.0,0.0,1.0,1.0,413.0,540.0,28.6,69.0,,,,-1
0.1,0.22,0.55,0.009,0.013,0.026,0.0082,500.0,32.0,2.0,250.0,690.0,10.0,0.21,2.68,1.05,0.0179087814005262,0.2467630555625787,0.0143152558827597,0.02,0.0016948478418038,0.02115215261656,0.0,1.0,5.0,492.0,610.0,27.0,,-20.0,147.0,,-1
0.095,0.36,1.05,0.007,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,2.9846048239911203,1.2295486215320204,0.16559220069014,0.1892847038148062,0.0056992470737197,0.0264809016726149,0.0008230280161366,0.0105941197460103,0.0,1.0,0.0,435.0,546.0,34.0,77.0,-40.0,110.0,,-1
0.079,0.33,1.37,0.007,0.006,0.0417,0.0097,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,1.4692528516398262,0.5133757774966176,0.0004,0.0830941423361074,0.0034,0.0005,0.0005,0.0105,0.0,1.0,0.0,,,,,-55.0,100.0,,-1
0.045,0.33,1.85,0.007,0.016,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,0.0,3.462843297608702,0.4475459753008298,0.1141184571639342,0.2525279090705112,0.0072288391578844,0.010771409851205,0.002242008069237,0.0348911979676614,0.0,1.0,0.0,,,,,-38.0,100.0,,-1
0.06,0.46,1.63,0.01,0.02,0.0407,0.0106,170.0,21.0,1.8,100.0,250.0,16.0,0.02,1.358306689377657,0.34,0.065673139011444,0.02,0.0059729219396102,0.0076270786400024,0.0007737474008898,0.0078692306400687,0.0,1.0,0.0,612.0,688.0,,,,,,-1
0.077,0.32,1.33,0.007,0.005,0.0422,0.0083,170.0,21.0,1.0,200.0,580.0,2.0,1.0965534256298286,1.358306689377657,0.4724704287225336,0.0005,0.059035746445128,0.0036,0.0005,0.0005,0.0005,0.0,1.0,0.0,372.0,497.0,31.4,76.4,-81.0,100.0,,-1
0.1,0.16,0.61,0.007,0.01,0.0421,0.026,535.0,63.0,1.8,225.0,690.0,24.0,0.02,2.27,0.27,0.0007349885143624,0.1275689428001875,0.0089758720204016,0.007,0.0014422464895654,0.026,1.0,0.0,3.0,608.0,702.0,21.0,60.0,,,,-1
0.076,0.29,1.74,0.008,0.006,0.0415,0.0092,170.0,21.0,1.0,200.0,250.0,14.0,0.8368596835897819,0.0339686167541737,0.0944532495318051,0.0004,0.1616925791534793,0.0035,0.0005,0.0005,0.0006,0.0,1.0,0.0,500.0,571.0,28.8,77.0,,,,-1
0.055,0.33,1.39,0.007,0.007,0.0323,0.007,180.0,34.0,1.0,200.0,250.0,14.0,1.4209634671424656,2.4416802384096545,0.0264174448427496,0.1517310286910201,0.2355700990468505,0.0034263613934665,0.0323420056797994,0.0017616300901309,0.0244768564022107,0.0,1.0,0.0,435.0,510.0,35.6,81.5,,,,-1
0.071,0.26,1.48,0.007,0.012,0.046,0.0087,170.0,21.0,1.0,200.0,250.0,14.0,2.28,0.0,0.0,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,512.0,605.0,21.7,75.0,-20.0,100.0,,-1
0.12,0.43,0.86,0.011,0.014,0.0329,0.0054,180.0,23.0,1.0,250.0,0.0,0.0,0.947640819947098,1.358306689377657,0.4724704287225336,0.018,0.2397937309813328,0.015,0.005,0.0008517708220094,0.0078692306400687,0.0,1.0,0.0,445.0,,,,20.0,190.0,,-1
0.078,0.44,0.71,0.006,0.008,0.0306,0.0076,170.0,21.0,1.0,200.0,250.0,14.0,0.4757244485918462,1.3900458073631288,0.7576053427902951,0.0005,0.2745955023813637,0.0225,0.0005,0.0005,0.0005,0.0,1.0,0.0,440.0,523.0,31.4,77.0,,,,-1
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.0830941423361074,0.0085147570799368,0.0082619018190027,0.0010798234297163,0.0088332145400141,0.0,1.0,2.0,520.0,620.0,20.0,54.0,-60.0,12.0,,-1
0.076,0.28,1.27,0.012,0.02,0.0435,0.0121,550.0,28.0,3.6,100.0,0.0,0.0,0.1,0.06,0.01,0.01,0.15,0.01,0.016,0.001,0.03,0.0,1.0,1.0,503.0,625.0,17.0,72.0,-5.0,70.0,,-1
0.1,0.35,1.54,0.009,0.016,0.042,0.0138,650.0,33.0,3.3,300.0,0.0,0.0,0.06,0.049,0.18,0.057,0.11,0.005,0.016,0.0012463256232197,0.005,0.0,1.0,1.0,556.0,704.0,25.0,58.0,,,,-1
0.074,0.32,1.5,0.006,0.006,0.0375,0.0089,170.0,21.0,1.0,200.0,250.0,14.0,1.560632365857014,1.5483136144967278,0.4724704287225336,0.0288290659037134,0.249313390530791,0.0099,0.0008,0.0020401542354704,0.0182826167807899,0.0,1.0,0.0,484.0,547.0,29.4,79.8,,,,-1
0.075,0.28,1.48,0.007,0.005,0.0466,0.0086,170.0,21.0,1.0,200.0,250.0,14.0,0.0,1.55,0.0,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,591.0,687.0,17.8,69.7,-55.0,28.0,,-1
0.077,0.34,1.39,0.007,0.007,0.0409,0.0099,170.0,21.0,1.0,200.0,580.0,2.0,0.4307072142262336,0.2454934665116706,1.0527911977266804,0.0004,0.3292804947842993,0.0032,0.0005,0.0005,0.0455,0.0,1.0,0.0,583.0,651.0,22.6,71.9,-27.0,100.0,,-1
0.12,0.14,1.03,0.002,0.006,0.0166,0.0022,500.0,29.0,2.9,200.0,690.0,8.0,1.8108650912302349,2.3,1.03,0.27,0.8623566956597847,0.007804936092391,0.0472407152976085,0.0026695032537151,0.02,1.0,0.0,1.0,,745.0,,,-20.0,96.0,,-1
0.045,0.31,1.39,0.005,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.1236368779167315,1.5746738490746783,0.6007508279131735,0.018,0.062168654519284,0.0008752494286083,0.007,0.0010607104980111,0.0243818216720294,0.0,1.0,0.0,414.0,502.0,31.0,80.6,20.0,222.0,,-1
0.1,0.18,1.6,0.015,0.029,0.0421,0.011,170.0,21.0,2.4,200.0,600.0,2.1,0.0,0.0,0.5,0.004,0.14,0.002,0.008,0.0007737474008898,0.01,0.0,1.0,1.0,605.3,694.5,25.5,67.5,,,224.0,-1
0.072,0.24,1.32,0.006,0.008,0.0397,0.0068,170.0,21.0,1.0,200.0,250.0,14.0,0.2128340265879234,2.768605259842272,0.5833596710617537,0.0045588105544151,0.1433111840092328,0.018,0.0047,0.0009925565282366,0.0349031554586874,0.0,1.0,0.0,452.0,535.0,30.7,78.9,,,,-1
0.08,0.24,1.47,0.007,0.007,0.0455,0.0096,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.0,0.0005,0.55,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,453.0,535.0,26.6,78.9,-10.0,100.0,,-1
0.075,0.47,1.31,0.014,0.02,0.0465,0.0049,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01090636714973,0.019,0.0011392669093709,0.0,0.0,1.0,1.0,404.0,503.0,32.0,77.0,,,,-1
0.11,0.18,0.7,0.007,0.01,0.0421,0.0062,535.0,63.0,1.8,225.0,690.0,24.0,0.13,2.28,0.27,0.1188217191094529,0.0830941423361074,0.0109060379213595,0.0236281522263559,0.0023510294767253,0.02,1.0,0.0,3.0,606.0,707.0,22.0,63.0,,,,-1
0.047,0.42,1.0,0.015,0.016,0.0695,0.0165,300.0,28.0,2.08,150.0,690.0,10.0,0.17,2.29,1.04,0.018,0.0830941423361074,0.0059729219396102,0.007,0.0007737474008898,0.0151654187128418,0.0,1.0,2.0,537.0,620.0,11.0,24.0,60.0,164.0,,-1
0.074,0.25,1.4,0.008,0.007,0.0475,0.0079,170.0,21.0,1.0,200.0,0.0,0.0,1.0625854351473096,5.254963359993661,1.3228524431381703,0.1177838449781629,0.0830941423361074,0.0001,0.0102125634678457,0.00020749296921,0.0140153231935667,0.0,1.0,0.0,445.0,528.0,28.2,78.0,,,,-1
0.045,0.3,0.99,0.008,0.01,0.0421,0.0082,170.0,21.0,1.0,300.0,0.0,0.0,1.1005692185535694,1.358306689377657,0.2324844674444497,0.018,0.0830941423361074,0.0062182911365246,0.002838666709525,2.245119629219001e-05,0.0078692306400687,0.0,1.0,0.0,410.0,486.0,34.8,80.6,-47.0,100.0,,-1
0.082,0.18,0.75,0.014,0.02,0.0381,0.0109,625.0,72.24,4.4,200.0,0.0,0.0,0.2128340265879234,2.9407329322592783,0.02,0.005,0.22,0.0292625862926236,0.0256177298994875,0.0025904185195656,0.0299532836652567,0.0,1.0,3.0,349.0,456.0,36.0,72.0,-60.0,67.0,,-1
0.066,0.44,1.33,0.004,0.008,0.0454,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,2.423917020647844,1.358306689377657,0.4724704287225336,0.0331665127711462,0.5776807666674222,0.024,0.068,0.0023961888324014,0.0108566132737706,0.0,1.0,0.0,,,,,-42.0,100.0,,-1
0.145,0.35,1.76,0.006,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.5914490683695723,5.5239335893874095,1.3944472663010292,0.1081582790805669,0.0830941423361074,0.0025287073670549,0.0147262187397855,0.0006380614039268,0.0078167628099058,0.0,1.0,0.0,567.0,679.0,24.0,69.8,-60.0,32.0,,-1
0.14,0.33,1.67,0.02,0.026,0.0421,0.0082,650.0,33.0,3.3,300.0,250.0,2.0,0.07,0.066,0.188,0.098,0.01,0.008,0.016,0.0018412103195671,0.008,0.0,1.0,1.0,784.0,,17.0,64.0,,,,-1
0.088,0.24,1.06,0.007,0.013,0.0538,0.0155,180.0,34.0,1.0,175.0,750.0,8.0,1.1850940085746944,9.08,1.0,0.23,0.0830941423361074,0.0406912372531136,0.0219701304516733,0.0069,0.056,0.0,1.0,0.0,620.0,753.0,16.8,58.8,32.0,50.0,,-1
0.11,0.28,1.39,0.009,0.017,0.0421,0.0082,650.0,33.0,3.3,300.0,250.0,2.0,0.065,0.069,0.008,0.032,0.12,0.005,0.018,0.0009382524102983,0.005,0.0,1.0,1.0,540.0,,26.0,70.0,,,,-1
0.069,0.3,1.36,0.007,0.009,0.0432,0.0067,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,1.358306689377657,0.1059421929719294,0.0005,0.0001894390866594,0.0037,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-99.0,28.0,,-1
0.11,0.14,0.73,0.002,0.005,0.0254,0.0026,500.0,29.0,2.9,200.0,690.0,8.0,3.981094789515781,2.3,1.03,0.27,0.2653432064128335,0.0115584400783714,0.0491351493541062,0.0022576977483802,0.02,1.0,0.0,1.0,,738.0,,,-40.0,12.0,,-1
0.038,0.3,0.65,0.007,0.014,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.7105075589163123,0.22,0.4632610038543145,0.0703391052036413,0.4151909134069015,0.0082098840448087,0.0241202012652234,0.0005528609705376,0.0276147774017409,0.0,1.0,0.0,410.0,496.0,31.0,79.7,,,,-1
0.04,0.33,0.6,0.006,0.01,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,0.3464323599724351,0.51,0.8078714746189605,0.0701813870181823,0.4601653048374386,0.006803275480864,0.0198175950640277,0.000483590537771,0.0078692306400687,0.0,1.0,0.0,,,,,-17.0,100.0,,-1
0.078,0.35,1.02,0.007,0.005,0.0368,0.0083,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,2.7306120553784723,0.4615433920871673,0.0004,0.0830941423361074,0.0036,0.0005,0.0005,0.012,0.0,1.0,0.0,,,,,-42.0,100.0,,-1
0.077,0.26,1.36,0.007,0.007,0.041,0.0079,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,1.358306689377657,0.2226275456049287,0.0425,0.0830941423361074,0.0029,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-70.0,100.0,,-1
0.078,0.26,0.62,0.007,0.005,0.0472,0.01,170.0,21.0,1.0,200.0,250.0,14.0,0.0,1.6,0.0,0.0005,0.0,0.0029,0.0005,0.0005,0.0005,0.0,0.0,0.0,509.0,596.0,17.0,74.0,-8.0,100.0,,-1
0.1,0.42,0.91,0.004,0.008,0.039,0.041,146.0,22.0,1.1,200.0,760.0,8.0,0.17,8.9,0.98,0.21,0.03,1e-06,1e-06,0.0011561173852591,0.09,0.0,1.0,0.0,,,,,20.0,44.0,,-1
0.11,0.48,1.13,0.015,0.018,0.052,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,1.3499728570690266,2.4,0.9,0.0514867509895012,0.0927403096343258,0.0073276567128514,0.007,0.0012880009796059,0.0067431818681664,0.0,1.0,0.0,,,,,,,253.0,-1
0.084,0.3,0.54,0.005,0.008,0.066,0.0066,170.0,21.0,2.4,175.0,690.0,2.33,0.036,2.2,1.05,0.018,0.035,0.0130362645428224,0.007,0.000987446091553,0.0176335274242491,0.0,1.0,1.0,524.0,664.0,23.6,66.5,,,,-1
0.076,0.3,1.36,0.006,0.007,0.0432,0.0091,170.0,21.0,1.0,200.0,0.0,0.0,0.946448028008094,4.048900921080939,0.8525398610708099,0.0005,0.1344044718923435,0.0033,0.0005,0.0005,0.094,0.0,1.0,0.0,,,,,,100.0,,-1
0.1,0.19,0.53,0.007,0.007,0.022,0.0082,500.0,32.0,2.0,250.0,690.0,10.0,0.2,2.7,1.03,0.1395433765920768,0.103821689834885,0.0022285296516017,0.015,0.0018502043686827,0.0044926677111221,0.0,1.0,5.0,456.0,592.0,29.0,,0.0,238.0,,-1
0.074,0.16,0.84,0.015,0.026,0.0415,0.0084,625.0,72.24,4.4,200.0,0.0,0.0,0.1598377408993165,2.120816922533476,0.02,0.004,0.28,0.0106480112296105,0.007965991589975,0.001665801877145,0.0393272614581441,0.0,1.0,3.0,352.0,459.0,36.0,72.0,0.0,150.0,,-1
0.07,0.21,0.75,0.011,0.011,0.0421,0.019,170.0,21.0,2.6,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0007737474008898,0.0,0.0,1.0,0.0,463.0,552.3,33.0,75.0,,,181.0,-1
0.14,0.18,0.75,0.002,0.005,0.0256,0.0021,500.0,29.0,2.9,200.0,690.0,8.0,1.546051447915248,2.3,1.01,0.27,0.67367321642348,0.0026103755480526,0.0308106915683006,0.0018975004214046,0.02,1.0,0.0,1.0,,770.0,,,-40.0,24.0,,-1
0.07,0.26,1.24,0.013,0.025,0.0365,0.0119,170.0,24.0,2.1,107.0,620.0,1.0,1.9,0.05,0.34,0.01,0.06,0.027278000762487,0.010267868992749,0.0015669255553516,0.0078692306400687,0.0,1.0,0.0,700.0,785.0,20.6,,-28.0,50.0,,-1
0.03,0.55,0.88,0.012,0.013,0.0421,0.0082,545.0,32.0,3.7,200.0,720.0,3.5,0.2128340265879234,2.06,1.08,0.0840117689042999,0.1388024985980993,0.0029747450452052,0.0047544748098218,0.0015561786506921,0.0283248877849663,0.0,1.0,1.0,315.0,500.0,,,,,,-1
0.11,0.27,0.65,0.005,0.007,0.0421,0.0082,277.5,27.0,1.85,175.0,690.0,14.0,0.02,2.47,1.12,0.012,0.17,0.001,0.006,0.0007737474008898,0.003,0.0,1.0,6.0,431.0,570.0,28.0,,,,,-1
0.08,0.33,1.41,0.006,0.009,0.0432,0.0061,170.0,21.0,1.0,200.0,580.0,2.0,0.2565679869321016,1.358306689377657,0.5546284389242293,0.0005,0.1835048583071264,0.0043,0.0078,0.0005,0.0005,0.0,1.0,0.0,391.0,504.0,31.8,78.9,-89.0,28.0,,-1
0.051,0.32,1.4,0.007,0.014,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,0.47,0.7537991534787871,0.4724704287225336,0.0826832297964256,0.1390187549285548,0.0168707347602376,0.0321424552351372,0.0020422217753486,0.0078692306400687,0.0,1.0,0.0,509.0,568.0,28.6,76.9,,,,-1
